img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	2.76907	American_alligator	knot	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000003.png	Shetland_sheepdog	1.38346	Shetland_sheepdog	soccer_ball	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000006.png	garter_snake	-1.51625	sea_snake	worm_fence	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000007.png	porcupine	1.38457	Tibetan_terrier	wool	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000010.png	Angora	-2.06778	hog	mask	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000011.png	brain_coral	-1.34678	brain_coral	maze	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000012.png	cougar	1.63337	cougar	bow_tie	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000013.png	guenon	0.93730	guenon	bassoon	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000016.png	grey_whale	0.72249	grey_whale	wreck	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000017.png	sea_anemone	-6.38072	sea_anemone	umbrella	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000018.png	vulture	2.49974	platypus	swimming_trunks	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000021.png	porcupine	6.59825	limpkin	mousetrap	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000022.png	Ibizan_hound	-2.12477	Eskimo_dog	dogsled	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000025.png	vulture	5.20327	house_finch	stole	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000027.png	white_wolf	0.66209	Eskimo_dog	dogsled	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000028.png	English_foxhound	-3.46749	German_shepherd	bath_towel	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000029.png	green_snake	0.28299	night_snake	confectionery	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000031.png	cabbage_butterfly	1.08381	cabbage_butterfly	head_cabbage	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000033.png	sea_lion	-4.66191	leaf_beetle	vase	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000034.png	ballplayer	-9.55863	coho	aircraft_carrier	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000037.png	tailed_frog	0.06429	leaf_beetle	ladle	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000040.png	garden_spider	-1.04222	tick	spider_web	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000043.png	spoonbill	1.40325	spoonbill	rugby_ball	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000044.png	standard_schnauzer	2.57025	West_Highland_white_terrier	water_bottle	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000045.png	Newfoundland	3.01879	Scotch_terrier	wool	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000048.png	English_foxhound	-1.96159	ram	shower_cap	0.01000	densenet-121	densenet-121
ILSVRC2012_val_00000050.png	sturgeon	-7.64701	Siamese_cat	wool	0.01000	densenet-121	densenet-121
