img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	6.84571	sea_snake	sandbar	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000003.png	Shetland_sheepdog	12.15841	Shetland_sheepdog	poncho	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000006.png	garter_snake	9.10577	garter_snake	worm_fence	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000007.png	porcupine	5.13069	porcupine	hay	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000010.png	Angora	-0.22905	Angora	teddy	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000011.png	brain_coral	5.78484	brain_coral	coral_reef	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000012.png	cougar	10.77728	cougar	window_screen	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000013.png	guenon	9.08355	guenon	shovel	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000016.png	grey_whale	3.57057	grey_whale	maze	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000017.png	sea_anemone	-2.12008	sea_urchin	umbrella	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000018.png	vulture	8.22523	kite	screwdriver	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000021.png	porcupine	8.89180	great_grey_owl	spider_web	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000022.png	Ibizan_hound	0.85598	wire-haired_fox_terrier	maze	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000025.png	vulture	9.23804	vulture	plow	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000027.png	white_wolf	13.76767	white_wolf	muzzle	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000028.png	English_foxhound	5.09150	Cardigan	tennis_ball	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000029.png	green_snake	4.33213	green_snake	confectionery	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000031.png	cabbage_butterfly	7.02290	cabbage_butterfly	hip	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000033.png	sea_lion	1.78965	puffer	wreck	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000034.png	ballplayer	-5.28303	ballplayer	stretcher	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000037.png	tailed_frog	1.52588	tick	knot	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000040.png	garden_spider	6.06591	crayfish	safety_pin	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000043.png	spoonbill	5.97374	spoonbill	wool	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000044.png	standard_schnauzer	6.09269	Dandie_Dinmont	doormat	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000045.png	Newfoundland	8.85834	Newfoundland	feather_boa	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000048.png	English_foxhound	4.24380	collie	shower_cap	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000050.png	sturgeon	-1.91735	wild_boar	wool	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000051.png	bee_eater	6.73164	hummingbird	quill	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000052.png	axolotl	10.59547	axolotl	coral_reef	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000055.png	polecat	1.11558	miniature_pinscher	nipple	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000057.png	Pomeranian	11.58489	Pomeranian	scale	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000058.png	stinkhorn	4.48350	stinkhorn	coral_reef	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	6.79616	giant_schnauzer	muzzle	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000063.png	jellyfish	0.82843	stingray	velvet	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000064.png	green_lizard	3.36418	green_lizard	feather_boa	0.05000	wide_resnet50_2	resnet50
ILSVRC2012_val_00000066.png	eel	1.31760	eel	coral_reef	0.05000	wide_resnet50_2	resnet50
