img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	-0.33587	hammerhead	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000003.png	Shetland_sheepdog	-3.48811	sea_urchin	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000006.png	garter_snake	-1.43472	sea_snake	nail	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000007.png	porcupine	-4.76161	Komodo_dragon	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000010.png	Angora	1.76442	brain_coral	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000011.png	brain_coral	-0.01793	electric_ray	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000012.png	cougar	0.45710	starfish	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000013.png	guenon	-1.12107	eel	mask	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000016.png	grey_whale	-0.91927	eel	bubble	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000017.png	sea_anemone	-1.82517	brain_coral	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000018.png	vulture	4.04581	American_alligator	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000021.png	porcupine	-3.42112	peacock	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000022.png	Ibizan_hound	-0.13924	brain_coral	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000025.png	vulture	-1.35531	American_alligator	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000027.png	white_wolf	2.22616	bighorn	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000028.png	English_foxhound	-1.28603	stingray	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000029.png	green_snake	2.82399	night_snake	knot	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000031.png	cabbage_butterfly	0.63897	cabbage_butterfly	greenhouse	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000033.png	sea_lion	-0.64503	spiny_lobster	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000034.png	ballplayer	-9.04829	groom	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000037.png	tailed_frog	2.79424	hammerhead	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000040.png	garden_spider	-0.29698	ant	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000043.png	spoonbill	-0.79230	starfish	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000044.png	standard_schnauzer	1.38671	spiny_lobster	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000045.png	Newfoundland	-0.92267	American_black_bear	stole	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000048.png	English_foxhound	-3.32849	brain_coral	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000050.png	sturgeon	-4.27759	groom	poncho	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000051.png	bee_eater	-0.66851	starfish	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000052.png	axolotl	-0.54946	eel	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000055.png	polecat	-0.63383	brain_coral	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000057.png	Pomeranian	-2.98221	Persian_cat	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000058.png	stinkhorn	0.67076	starfish	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	-2.41079	hammerhead	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000063.png	jellyfish	-2.54085	brain_coral	stole	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000064.png	green_lizard	0.79751	starfish	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000066.png	eel	4.67396	eel	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000067.png	tusker	2.06865	tusker	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000072.png	dugong	4.63406	eel	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000073.png	kite	-1.34435	starfish	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000075.png	black_grouse	3.71106	cock	mitten	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000077.png	Rhodesian_ridgeback	-0.18801	cheetah	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000078.png	African_hunting_dog	-1.91565	crayfish	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000079.png	otterhound	-1.79780	brain_coral	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000082.png	Afghan_hound	-0.63863	hare	mitten	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000084.png	water_snake	1.41687	spiny_lobster	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000087.png	siamang	-3.45817	brain_coral	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000088.png	spotted_salamander	-1.59345	ant	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000090.png	American_alligator	-2.17265	starfish	park_bench	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000091.png	white_wolf	2.38961	starfish	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000092.png	Madagascar_cat	0.99791	brain_coral	stole	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000093.png	gorilla	-0.02212	starfish	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000095.png	macaque	-1.75267	langur	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000097.png	wood_rabbit	-0.33397	eel	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000098.png	dowitcher	-2.70590	spiny_lobster	bubble	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000100.png	bighorn	-2.18638	peacock	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000102.png	Rhodesian_ridgeback	0.28852	Indian_elephant	bubble	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000105.png	silky_terrier	0.32102	spiny_lobster	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000107.png	harvestman	-2.18616	sea_urchin	umbrella	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000111.png	American_lobster	-2.55825	brain_coral	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000113.png	kelpie	-1.85964	ground_beetle	fountain	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000115.png	Ibizan_hound	-3.05498	leopard	prayer_rug	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000124.png	rock_beauty	0.07234	brain_coral	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000125.png	grasshopper	-0.31970	brain_coral	coral_reef	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000127.png	impala	-1.33642	spiny_lobster	chainlink_fence	0.20000	efficientnet-b0	resnet18
ILSVRC2012_val_00000128.png	bald_eagle	2.24725	peacock	jigsaw_puzzle	0.20000	efficientnet-b0	resnet18
