img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	5.65270	American_alligator	maze	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000003.png	Shetland_sheepdog	14.05886	collie	tennis_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000006.png	garter_snake	2.75986	alligator_lizard	shopping_cart	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000007.png	porcupine	5.35944	porcupine	hay	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000010.png	Angora	0.31841	Pomeranian	wig	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000011.png	brain_coral	6.89503	brain_coral	coral_reef	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000012.png	cougar	15.87470	cougar	tennis_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000013.png	guenon	18.49985	guenon	window_screen	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000016.png	grey_whale	12.18281	grey_whale	volcano	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000017.png	sea_anemone	-0.41891	tarantula	feather_boa	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000018.png	vulture	2.54446	vulture	parachute	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000021.png	porcupine	8.00687	porcupine	worm_fence	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000022.png	Ibizan_hound	0.76090	Arabian_camel	plow	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000025.png	vulture	11.95152	vulture	worm_fence	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000027.png	white_wolf	14.42771	white_wolf	oxcart	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000028.png	English_foxhound	8.31532	beagle	tennis_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000029.png	green_snake	16.06640	green_snake	golf_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000031.png	cabbage_butterfly	4.45965	cabbage_butterfly	pot	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000033.png	sea_lion	5.31979	otter	manhole_cover	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000034.png	ballplayer	-3.53228	ballplayer	rifle	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000037.png	tailed_frog	5.24010	axolotl	zucchini	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000040.png	garden_spider	1.99385	garden_spider	spider_web	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000043.png	spoonbill	8.23966	spoonbill	tricycle	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000044.png	standard_schnauzer	16.03895	cairn	muzzle	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000045.png	Newfoundland	6.56401	affenpinscher	fur_coat	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000048.png	English_foxhound	2.18576	ox	tennis_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000050.png	sturgeon	-4.10042	Dungeness_crab	stole	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000051.png	bee_eater	10.73334	coucal	worm_fence	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000052.png	axolotl	15.62576	axolotl	wok	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000055.png	polecat	8.04110	hamster	bassinet	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000057.png	Pomeranian	16.03214	Pekinese	tennis_ball	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000058.png	stinkhorn	9.84225	stinkhorn	acorn	0.01000	resnet50	squeezenet
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	5.91372	ostrich	hay	0.01000	resnet50	squeezenet
