img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	1.61618	rock_python	chain	9.96460	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000003.png	Shetland_sheepdog	6.94470	collie	spindle	9.99091	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000006.png	garter_snake	4.97877	garter_snake	worm_fence	9.99302	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000007.png	porcupine	7.57998	porcupine	hay	9.99329	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000010.png	Angora	-2.07260	toy_poodle	wig	9.97811	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000011.png	brain_coral	5.52413	brain_coral	coral_reef	9.99399	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000012.png	cougar	9.20330	cougar	maillot	9.99198	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000013.png	guenon	8.10141	guenon	jigsaw_puzzle	9.98968	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000016.png	grey_whale	8.82854	grey_whale	volcano	9.99178	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000017.png	sea_anemone	-1.35494	starfish	candle	9.96833	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000018.png	vulture	2.09942	bald_eagle	shower_curtain	9.99107	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000021.png	porcupine	8.95367	porcupine	cardoon	9.99360	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000022.png	Ibizan_hound	1.27599	whippet	barrow	9.98506	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000025.png	vulture	5.17614	vulture	bow	9.99921	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000027.png	white_wolf	7.88483	white_wolf	crane	9.99387	resnet18	efficientnet-b0-advtrain
ILSVRC2012_val_00000028.png	English_foxhound	6.19251	beagle	tennis_ball	9.95814	resnet18	efficientnet-b0-advtrain
