img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	5.15201	sea_snake	chain	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000003.png	Shetland_sheepdog	8.66015	Shetland_sheepdog	tennis_ball	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000006.png	garter_snake	5.80140	garter_snake	worm_fence	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000007.png	porcupine	7.02448	porcupine	dumbbell	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000010.png	Angora	-3.31839	toy_poodle	wig	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000011.png	brain_coral	9.54123	brain_coral	coral_reef	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000012.png	cougar	15.60118	cougar	bow_tie	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000013.png	guenon	11.38240	guenon	mask	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000016.png	grey_whale	14.56965	grey_whale	wreck	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000017.png	sea_anemone	3.11545	starfish	coral_reef	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000018.png	vulture	8.69244	kite	warplane	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000021.png	porcupine	12.25287	porcupine	thatch	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000022.png	Ibizan_hound	2.71684	Saluki	dogsled	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000025.png	vulture	13.66463	vulture	worm_fence	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000027.png	white_wolf	10.98600	white_wolf	dogsled	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000028.png	English_foxhound	1.50095	Walker_hound	bath_towel	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000029.png	green_snake	7.98513	green_snake	cucumber	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000031.png	cabbage_butterfly	13.97270	cabbage_butterfly	pot	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000033.png	sea_lion	2.17752	sea_lion	ocarina	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000034.png	ballplayer	-5.15748	ballplayer	aircraft_carrier	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000037.png	tailed_frog	2.54488	snail	hip	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000040.png	garden_spider	4.39499	garden_spider	spider_web	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000043.png	spoonbill	16.66463	spoonbill	lakeside	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000044.png	standard_schnauzer	7.15815	miniature_schnauzer	water_bottle	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000045.png	Newfoundland	6.69947	Bouvier_des_Flandres	backpack	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000048.png	English_foxhound	4.24502	basenji	tennis_ball	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000050.png	sturgeon	1.68396	barracouta	stole	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000051.png	bee_eater	8.13787	bee_eater	pinwheel	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000052.png	axolotl	19.06500	axolotl	coral_reef	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000055.png	polecat	-2.64828	hamster	bassinet	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000057.png	Pomeranian	7.76247	Pekinese	muzzle	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000058.png	stinkhorn	6.84165	stinkhorn	mushroom	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	8.88688	curly-coated_retriever	muzzle	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000063.png	jellyfish	1.68642	jellyfish	wreck	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000064.png	green_lizard	6.67598	green_lizard	feather_boa	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000066.png	eel	6.35108	eel	coral_reef	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000067.png	tusker	13.88179	tusker	jean	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000072.png	dugong	4.42711	dugong	Band_Aid	0.01000	resnet18	densenet-121
ILSVRC2012_val_00000073.png	kite	8.91154	kite	airliner	0.01000	resnet18	densenet-121
