img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	4.27485	water_snake	knot	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000003.png	Shetland_sheepdog	10.38667	collie	tennis_ball	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000006.png	garter_snake	9.03582	water_snake	worm_fence	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000007.png	porcupine	1.57271	porcupine	prayer_rug	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000010.png	Angora	-3.30656	hog	piggy_bank	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000011.png	brain_coral	2.11021	brain_coral	coral_reef	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000012.png	cougar	0.95409	jaguar	coral_reef	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000013.png	guenon	5.06849	guenon	caldron	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000016.png	grey_whale	1.10483	American_alligator	purse	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000017.png	sea_anemone	-7.78650	ox	altar	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000018.png	vulture	8.95530	kite	paintbrush	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000021.png	porcupine	3.28542	gar	mousetrap	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000022.png	Ibizan_hound	1.70010	Great_Pyrenees	jigsaw_puzzle	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000025.png	vulture	8.07376	vulture	stole	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000027.png	white_wolf	3.42495	white_wolf	jigsaw_puzzle	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000028.png	English_foxhound	-0.18402	Labrador_retriever	bath_towel	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000029.png	green_snake	0.02065	night_snake	cup	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000031.png	cabbage_butterfly	0.45474	cabbage_butterfly	coral_reef	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000033.png	sea_lion	-10.00965	trilobite	mask	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000034.png	ballplayer	-7.20301	ballplayer	military_uniform	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000037.png	tailed_frog	3.68523	platypus	mousetrap	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000040.png	garden_spider	6.43166	tick	spider_web	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000043.png	spoonbill	1.22973	crane	stole	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000044.png	standard_schnauzer	5.64547	cocker_spaniel	sliding_door	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000045.png	Newfoundland	7.74654	Scotch_terrier	cellular_telephone	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000048.png	English_foxhound	4.83846	collie	toilet_tissue	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000050.png	sturgeon	-5.16725	Indian_elephant	vestment	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000051.png	bee_eater	2.64454	dragonfly	totem_pole	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000052.png	axolotl	15.54999	axolotl	feather_boa	0.05000	resnext50_32x4d	resnext50_32x4d
ILSVRC2012_val_00000055.png	polecat	-3.01743	basenji	bassinet	0.05000	resnext50_32x4d	resnext50_32x4d
